society_name,price,location,area
Cybercity Marina Skies,₹1.29 Cr ,2 BHK Apartment for Sale in Hitech City Hyderabad,Super Area1160 sqftStatusReady to MoveFloor21 out of 34TransactionResaleFurnishingFurnishedfacingEastOwnershipFreeholdBathroom2Balcony1
,₹2.80 Cr ,3 BHK Apartment for Sale in Phase 2 HITEC City Hyderabad,"Carpet Area1750 sqftUnder ConstructionPoss. by May '26Floor11 out of 35TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingGarden/Park, PoolOwnershipFreeholdCar Parking1 Covered,Bathroom3Balcony2"
,₹78 Lac ,2 BHK Apartment for Sale in Hitech City Hyderabad,Super Area1135 sqftStatusReady to MoveFloor1 out of 4TransactionNew PropertyFurnishingSemi-FurnishedfacingEastOwnershipFreeholdCar Parking1 CoveredBathroom2Balcony2
NCC Urban Gardenia,₹6 Cr ,4 BHK Apartment for Sale in Hitech City Hyderabad,Carpet Area2514 sqftStatusReady to MoveFloor6 out of 12TransactionResaleFurnishingFurnishedfacingWestoverlookingMain RoadOwnershipFreeholdCar Parking3 CoveredBathroom4Balcony2
My Home Bhooja,₹10.50 Cr ,4 BHK Apartment for Sale in Hitech City Hyderabad,"Carpet Area4070 sqftStatusReady to MoveFloor16 out of 35TransactionResaleFurnishingSemi-FurnishedfacingWestoverlookingPool, Garden/Park, Main RoadOwnershipFreeholdCar Parking3 CoveredBathroom5Balcony4"
My Home Bhooja,₹7.90 Cr ,3 BHK Apartment for Sale in Hitech City Hyderabad,Super Area3430 sqftStatusReady to MoveFloor8 out of 35TransactionResaleFurnishingSemi-FurnishedfacingEastoverlookingMain RoadOwnershipFreeholdCar Parking2 CoveredBathroom3Balcony3
My Home Bhooja,₹5.97 Cr ,3 BHK Apartment for Sale in Hitech City Hyderabad,Super Area2595 sqftStatusReady to MoveFloor9 out of 35TransactionResaleFurnishingSemi-FurnishedfacingWestoverlookingMain RoadOwnershipFreeholdBathroom3Balcony3
,₹6 Cr ,4 BHK Apartment for Sale in Hitech City Hyderabad,"Carpet Area3375 sqftStatusReady to MoveFloor12 out of 28TransactionNew PropertyFurnishingFurnishedfacingNorthoverlookingGarden/Park, Pool, Main RoadBathroom5Balcony3"
My Home Bhooja,₹6.10 Cr ,3 BHK Apartment for Sale in Hitech City Hyderabad,Super Area2680 sqftStatusReady to MoveFloor26 out of 35TransactionResaleFurnishingSemi-FurnishedfacingEastoverlookingGarden/ParkOwnershipFreeholdBathroom3Balcony1
Asian Sun City,₹4.38 Cr ,  Office Space for Sale in Hitech City Hyderabad,Carpet Area4295 sqftStatusReady to MoveFloor5 out of 15TransactionNew PropertyCar Parking5 CoveredBathroom2
,₹79.1 Lac ,3 BHK Apartment for Sale in Hitech City Hyderabad,"Carpet Area1085 sqftUnder ConstructionPoss. by Sep '28Floor12 out of 32TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingGarden/Park, PoolOwnershipFreeholdCar Parking1 CoveredBathroom3Balcony1"
NCC Urban Gardenia,₹5.40 Cr ,5 BHK Apartment for Sale in Hitech City Hyderabad,"Super Area4146 sqftStatusReady to MoveFloor5 out of 12TransactionResaleFurnishingUnfurnishedfacingWestoverlookingGarden/Park, Main RoadOwnershipFreeholdBathroom5Balcony2"
Cybercity Rainbow Vistas,₹1.40 Cr ,3 BHK Apartment for Sale in Phase 2 HITEC City Hyderabad,"Carpet Area1500 sqftStatusReady to MoveFloor1 out of 14TransactionResaleFurnishingSemi-FurnishedfacingEastoverlookingGarden/Park, PoolOwnershipFreeholdCar Parking1 CoveredBathroom3Balcony1"
HM Central Park,₹16.83 Cr ,"5 BHK Apartment for Sale in HM Central Park, Malabar Hill Mumbai",Carpet Area1725 sqftTransactionNew PropertyFurnishingUnfurnishedSocietyHM Central Park
Kalpataru Prive,₹109.08 Cr ,"7 BHK Apartment for Sale in Kalpataru Prive, Malabar Hill Mumbai",Carpet Area9008 sqftUnder ConstructionPoss. by Oct '27TransactionNew PropertyFurnishingUnfurnishedSocietyKalpataru PriveBathroom8Balcony5
,₹85 Cr ,5 BHK Apartment for Sale in Babulnath Mumbai,Super Area8000 sqftStatusReady to MoveFloor30 out of 50TransactionNew PropertyFurnishingSemi-FurnishedfacingNorth - EastoverlookingGarden/ParkOwnershipFreeholdCar Parking5 OpenBathroom6Balcony2
Kalpataru Prive,₹42.93 Cr ,"4 BHK Apartment for Sale in Kalpataru Prive, Malabar Hill Mumbai","Carpet Area3435 sqftUnder ConstructionPoss. by Mar '27Floor18 out of 30TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingGarden/Park, PoolSocietyKalpataru PriveOwnershipCo-operative SocietyCar Parking3 CoveredBathroom2Balcony1"
Lodha Seamont,₹40.50 Cr ,"4 BHK Apartment for Sale in Lodha Seamont, Walkeshwar Mumbai",Carpet Area3000 sqftUnder ConstructionPoss. by Dec '27Floor27 out of 30TransactionNew PropertyFurnishingUnfurnishedfacingWestoverlookingGarden/ParkSocietyLodha SeamontOwnershipFreeholdCar Parking3 CoveredBathroom5Balcony1
,₹60 Cr ,4 BHK Apartment for Sale in Walkeshwar Mumbai,"Carpet Area3919 sqftUnder ConstructionPoss. by Apr '27Floor12 out of 16TransactionNew PropertyFurnishingUnfurnishedfacingWestoverlookingMain Road, Garden/Park, PoolOwnershipFreeholdBathroom5Balcony3"
Runwal Malabar,₹31.20 Cr ,"4 BHK Apartment for Sale in Runwal Malabar, Malabar Hill Mumbai","Carpet Area2600 sqftUnder ConstructionPoss. by Dec '28Floor12 out of 40TransactionNew PropertyFurnishingUnfurnishedfacingNorthoverlookingGarden/Park, Pool, Main RoadSocietyRunwal MalabarOwnershipFreeholdCar Parking3 CoveredBathroom6Balcony1"
Lodha Seamont,₹15 Cr ,"3 BHK Apartment for Sale in Lodha Seamont, Walkeshwar Mumbai",Carpet Area1560 sqftFloor5 out of 14TransactionNew PropertyFurnishingSemi-FurnishedSocietyLodha SeamontBathroom3
,₹21 Cr ,4 BHK Apartment for Sale in Babulnath Mumbai,"Carpet Area2325 sqftUnder ConstructionPoss. by Dec '27Floor8 out of 13TransactionNew PropertyFurnishingUnfurnishedfacingNorth - EastoverlookingGarden/Park, Main RoadOwnershipFreeholdCar Parking2 CoveredBathroom4"
Dhuleva Seven,₹22.04 Cr ,"4 BHK Apartment for Sale in Dhuleva Seven, Babulnath Mumbai","Carpet Area2449 sqftUnder ConstructionPoss. by Dec '27Floor3 out of 7TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingGarden/Park, Main RoadSocietyDhuleva SevenOwnershipFreeholdCar Parking1 Covered,Bathroom4"
,₹18 Cr ,4 BHK Apartment for Sale in Malabar Hill Mumbai,"Carpet Area2000 sqftStatusReady to MoveFloor7 out of 8TransactionResaleFurnishingSemi-FurnishedCar Parking1 Covered,Bathroom4Balcony1"
Anita Building,₹15.50 Cr ,"3 BHK Apartment for Sale in Anita Building, Malabar Hill Mumbai",Carpet Area1550 sqftStatusReady to MoveFloor7 out of 8TransactionResaleFurnishingSemi-FurnishedfacingEastSocietyAnita BuildingOwnershipFreeholdBathroom3
,₹5.25 Cr ,2 BHK Apartment for Sale in Malabar Hill Mumbai,Carpet Area800 sqftStatusReady to MoveFloor2 out of 5TransactionResaleFurnishingSemi-FurnishedfacingSouth -WestoverlookingMain RoadOwnershipCo-operative SocietyBathroom2Balcony1
,₹60 Lac ,  Shop for Sale in Malabar Hill Mumbai,Carpet Area200 sqftStatusReady to MoveFloorGround out of 30TransactionResale
,₹47.50 Cr ,4 BHK Apartment for Sale in Walkeshwar Mumbai,Carpet Area3800 sqftStatusReady to MoveFloor17 out of 18TransactionResaleFurnishingUnfurnishedfacingEastoverlookingPoolOwnershipFreeholdCar Parking3 CoveredBathroom5Balcony3
Lodha Seamont,₹14.99 Cr ,"3 BHK Apartment for Sale in Lodha Seamont, Walkeshwar Mumbai",Carpet Area1350 sqftStatusReady to MoveFloor7 out of 22TransactionResaleFurnishingSemi-FurnishedfacingEastSocietyLodha SeamontOwnershipFreeholdCar Parking2 CoveredBathroom3
,₹98.45 Cr ,5 BHK Apartment for Sale in Walkeshwar Mumbai,"Carpet Area6271 sqftUnder ConstructionPoss. by Jun '27Floor20 out of 33TransactionNew PropertyFurnishingUnfurnishedfacingSouthoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdCar Parking4 CoveredBathroom6"
Arkade Rise,₹20 Cr ,"4 BHK Apartment for Sale in Arkade Rise, Kemps Corner Malabar Hill Mumbai","Carpet Area1590 sqftStatusReady to MoveFloor28 out of 40TransactionResaleFurnishingFurnishedfacingEastoverlookingGarden/Park, Pool, Main RoadSocietyArkade RiseOwnershipFreeholdCar Parking4 CoveredBathroom5Balcony6"
,₹14.7 Lac ,  Shop for Sale in Teen Batti Mumbai,Carpet Area300 sqftTransactionResale
Lodha Seamont,₹9.29 Cr ,"2 BHK Apartment for Sale in Lodha Seamont, Walkeshwar Mumbai",Super Area1450 sqftStatusReady to MoveFloor21 out of 22TransactionNew PropertyFurnishingUnfurnishedSocietyLodha SeamontBathroom2
,₹1.90 Cr ,  Office Space for Sale in Babulnath Mumbai,Carpet Area368 sqftStatusReady to MoveFloor1 out of 15TransactionResaleBathroom1
,₹14.1 Lac ,  Shop for Sale in Teen Batti Mumbai,Super Area287 sqftTransactionResale
Malabar Apartments,₹9 Cr ,"2 BHK Apartment for Sale in Malabar Apartments, Malabar Hill Mumbai",Carpet Area1123 sqftStatusReady to MoveFloor3 out of 7TransactionResaleFurnishingUnfurnishedSocietyMalabar ApartmentsBathroom3
Lodha Seamont,₹9.29 Cr ,"2 BHK Apartment for Sale in Lodha Seamont, Walkeshwar Mumbai",Super Area1713 sqftStatusReady to MoveFloor21 out of 22TransactionNew PropertyFurnishingUnfurnishedSocietyLodha SeamontBathroom2
Lodha Seamont,₹9.29 Cr ,"2 BHK Apartment for Sale in Lodha Seamont, Walkeshwar Mumbai",Super Area1370 sqftStatusReady to MoveFloor19 out of 22TransactionResaleFurnishingUnfurnishedSocietyLodha SeamontBathroom3
,₹4.30 Cr ,3 BHK Apartment for Sale in Dadi Sheth Wadi Mumbai,"Carpet Area950 sqftStatusReady to MoveFloor3 out of 7TransactionResaleFurnishingUnfurnishedfacingSouth - EastoverlookingGarden/Park, Main RoadOwnershipCo-operative SocietyBathroom4"
,₹6.29 Cr ,1 BHK Apartment for Sale in Walkeshwar Mumbai,Carpet Area767 sqftStatusReady to MoveFloor7 out of 12TransactionResaleFurnishingSemi-FurnishedBathroom1Balcony1
Satellite Sesen,₹50 Cr ,"10 BHK Apartment for Sale in Satellite Sesen, Malabar Hill Mumbai","Super Area10,000 sqftStatusReady to MoveFloor50 out of 50TransactionResaleFurnishingUnfurnishedSocietySatellite SesenBathroom> 10"
,₹2.30 Cr ,  Shop for Sale in Teen Batti Mumbai,Carpet Area300 sqftStatusReady to MoveFloorGround out of 1TransactionResale
,₹10 Cr ,2 BHK Apartment for Sale in Walkeshwar Mumbai,Carpet Area1000 sqftStatusReady to MoveFloor6 out of 9TransactionResaleFurnishingUnfurnishedfacingSouth - EastoverlookingMain RoadOwnershipFreeholdCar Parking1 OpenBathroom2Balcony3
,₹9.94 Cr ,"4 BHK Apartment for Sale in Rishabraj Trident, Juhu Mumbai",Carpet Area1808 sqftTransactionNew PropertyFurnishingUnfurnishedSocietyRishabraj TridentBathroom4
Rustomjee Ashiana,₹10.25 Cr ,"3 BHK Apartment for Sale in Rustomjee Ashiana, JVPD Scheme Mumbai",Carpet Area1578 sqftUnder ConstructionPoss. by Apr '26TransactionNew PropertyFurnishingUnfurnishedSocietyRustomjee AshianaBathroom3Balcony1
Kalpataru Amare,₹24.05 Cr ,"5 BHK Apartment for Sale in Kalpataru Amare, Juhu Mumbai",Carpet Area3700 sqftUnder ConstructionPoss. by Dec '27TransactionNew PropertyFurnishingUnfurnishedSocietyKalpataru AmareBathroom3Balcony2
Rustomjee Ashiana,₹15.50 Cr ,"4 BHK Apartment for Sale in Rustomjee Ashiana, JVPD Scheme Mumbai",Carpet Area1954 sqftUnder ConstructionPoss. by Dec '26TransactionNew PropertyFurnishingUnfurnishedSocietyRustomjee AshianaBathroom5Balcony1
Ajod One,₹5.45 Cr ,"  Office Space for Sale in Ajod One, Juhu Mumbai",Carpet Area988 sqftUnder ConstructionPoss. by Dec '28TransactionNew PropertyBathroom1
Rustomjee Ashiana,₹15.50 Cr ,"4 BHK Apartment for Sale in Rustomjee Ashiana, JVPD Scheme Mumbai",Carpet Area1954 sqftUnder ConstructionPoss. by Feb '27TransactionNew PropertyFurnishingUnfurnishedSocietyRustomjee AshianaBathroom4Balcony1
Parinee Elenora,₹8.28 Cr ,"4 BHK Apartment for Sale in Parinee Elenora, Juhu Mumbai",Carpet Area1354 sqftUnder ConstructionPoss. by Sep '26TransactionNew PropertyFurnishingUnfurnishedSocietyParinee ElenoraBathroom4Balcony2
Rishabraj Trident,₹8.65 Cr ,"3 BHK Apartment for Sale in Rishabraj Trident, Juhu Mumbai",Carpet Area1574 sqftUnder ConstructionPoss. by Aug '28TransactionNew PropertyFurnishingUnfurnishedSocietyRishabraj TridentBathroom3Balcony2
Kalpataru Amare,₹24.05 Cr ,"5 BHK Apartment for Sale in Kalpataru Amare, Juhu Mumbai",Carpet Area3700 sqftUnder ConstructionPoss. by Dec '27TransactionNew PropertyFurnishingUnfurnishedSocietyKalpataru AmareBathroom3Balcony2
,₹12.10 Cr ,"4 BHK Apartment for Sale in Kalpataru Amare, Juhu Mumbai",Carpet Area1845 sqftUnder ConstructionPoss. by Dec '27Floor8 out of 16TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingGarden/ParkSocietyKalpataru AmareOwnershipFreeholdCar Parking1 CoveredBathroom4Balcony1
,₹29.50 Cr ,8 BHK Apartment for Sale in Juhu Mumbai,Carpet Area4700 sqftStatusReady to MoveFloor7 out of 12TransactionNew PropertyFurnishingUnfurnishedfacingSouth -WestoverlookingMain RoadOwnershipFreeholdCar Parking6 CoveredBathroom8Balcony6
Govind Vihar Apartment,₹18 Cr ,"4 BHK Apartment for Sale in Govind Vihar Apartment, Juhu Mumbai",Carpet Area2599 sqftStatusReady to MoveFloor7 out of 12TransactionResaleFurnishingSemi-FurnishedfacingEastoverlookingMain RoadSocietyGovind Vihar ApartmentOwnershipFreeholdCar Parking1 OpenBathroom4Balcony3
,₹5 Cr ,2 BHK Apartment for Sale in Juhu Mumbai,Carpet Area850 sqftStatusReady to MoveTransactionResaleFurnishingUnfurnishedfacingEastoverlookingMain RoadOwnershipCo-operative SocietyCar Parking1 CoveredBathroom3
,₹15.95 Cr ,3 BHK Apartment for Sale in Juhu Mumbai,"Carpet Area2200 sqftStatusReady to MoveFloor7 out of 7TransactionResaleFurnishingUnfurnishedfacingSouth -WestoverlookingGarden/Park, Main RoadOwnershipFreeholdCar Parking1 OpenBathroom3Balcony1"
Bharat Juhu Acropolis,₹7.75 Cr ,"3 BHK Apartment for Sale in Bharat Juhu Acropolis, Juhu Mumbai","Carpet Area1240 sqftStatusReady to MoveFloor9 out of 16TransactionResaleFurnishingSemi-FurnishedfacingEastoverlookingGarden/Park, Main RoadSocietyBharat Juhu AcropolisOwnershipFreeholdCar Parking1 CoveredBathroom3Balcony1"
,₹7.70 Cr ,3 BHK Apartment for Sale in Juhu Mumbai,Carpet Area1400 sqftStatusReady to MoveFloor5 out of 10TransactionResaleFurnishingFurnishedfacingNorthoverlookingMain RoadOwnershipFreeholdCar Parking2 CoveredBathroom3
,₹1.51 Cr ,"1 BHK Apartment for Sale in Shree Mahavir Aditya Chsl, Juhu Mumbai",Carpet Area480 sqftStatusReady to MoveFloor5 out of 5TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingMain RoadSocietyShree Mahavir Aditya ChslOwnershipFreeholdCar Parking10 CoveredBathroom2
Kalpataru Amare,₹9.94 Cr ,"3 BHK Apartment for Sale in Kalpataru Amare, Juhu Mumbai","Carpet Area1406 sqftUnder ConstructionPoss. by Jul '27Floor1 out of 16TransactionNew PropertyFurnishingUnfurnishedfacingSouthoverlookingGarden/Park, Pool, Main RoadSocietyKalpataru AmareOwnershipLeaseholdCar Parking2 CoveredBathroom3Balcony3"
Kalpataru Amare,₹11.41 Cr ,"3 BHK Apartment for Sale in Kalpataru Amare, Juhu Mumbai","Carpet Area1406 sqftUnder ConstructionPoss. by Dec '27TransactionNew PropertyFurnishingSemi-FurnishedfacingEastoverlookingPool, Garden/Park, Main RoadSocietyKalpataru AmareOwnershipLeaseholdCar Parking1 CoveredBathroom4Balcony3"
,₹16 Cr ,4 BHK Apartment for Sale in JVPD Scheme Mumbai,Carpet Area2900 sqftStatusReady to MoveFloor6 out of 10TransactionResaleFurnishingUnfurnishedfacingEastOwnershipLeaseholdCar Parking4 CoveredBathroom5
Kalpataru Amare,₹8.85 Cr ,"3 BHK Apartment for Sale in Kalpataru Amare, Juhu Mumbai",Super Area1700 sqftUnder ConstructionPoss. by Nov '27Floor7 out of 17TransactionNew PropertyFurnishingUnfurnishedoverlookingMain RoadSocietyKalpataru AmareBathroom4Balcony2
,₹9.50 Cr ,3 BHK Apartment for Sale in JVPD Scheme Mumbai,Carpet Area1534 sqftStatusReady to MoveFloor3 out of 8TransactionResaleFurnishingSemi-FurnishedfacingWestoverlookingMain RoadOwnershipFreeholdCar Parking1 OpenBathroom3
K Raheja Maestro,₹23.99 Cr ,"4 BHK Apartment for Sale in K Raheja Maestro, Juhu Mumbai","Carpet Area2864 sqftUnder ConstructionPoss. by Nov '26Floor8 out of 12TransactionNew PropertyFurnishingSemi-FurnishedfacingEastoverlookingGarden/Park, Pool, Main RoadSocietyK Raheja MaestroOwnershipFreeholdCar Parking3 OpenBathroom4Balcony1"
Options Kinara,₹6.97 Cr ,"3 BHK Apartment for Sale in Options Kinara, Juhu Mumbai","Carpet Area1163 sqftStatusReady to MoveFloor5 out of 15TransactionNew PropertyFurnishingSemi-FurnishedfacingEastoverlookingGarden/Park, Main RoadSocietyOptions KinaraOwnershipFreeholdCar Parking2 CoveredBathroom3"
Gurukrupa Alaknanda,₹8.50 Cr ,"3 BHK Apartment for Sale in Gurukrupa Alaknanda, MHADA Colony Juhu Mumbai","Carpet Area1458 sqftStatusReady to MoveFloor7 out of 16TransactionNew PropertyFurnishingUnfurnishedfacingWestoverlookingGarden/Park, Main RoadSocietyGurukrupa AlaknandaOwnershipFreeholdCar Parking2 CoveredBathroom4Balcony2"
Kalpataru Amare,₹10.49 Cr ,"4 BHK Apartment for Sale in Kalpataru Amare, Juhu Mumbai","Carpet Area1899 sqftUnder ConstructionPoss. by Jun '27Floor14 out of 16TransactionNew PropertyFurnishingSemi-FurnishedfacingEastoverlookingGarden/Park, Main RoadSocietyKalpataru AmareOwnershipFreeholdCar Parking2 Covered,Bathroom4"
Ajod One,₹5.45 Cr ,"  Office Space for Sale in Ajod One, Juhu Mumbai",Carpet Area988 sqftUnder ConstructionPoss. by Dec '28TransactionNew PropertyBathroom1
Kalpataru Amare,₹9.75 Cr ,"3 BHK Apartment for Sale in Kalpataru Amare, Juhu Mumbai",Carpet Area1406 sqftUnder ConstructionPoss. by Dec '27Floor11 out of 16TransactionResaleFurnishingUnfurnishedfacingNorth - EastoverlookingGarden/ParkSocietyKalpataru AmareOwnershipFreeholdCar Parking2 CoveredBathroom3Balcony3
Rustomjee Ashiana,₹15.50 Cr ,"4 BHK Apartment for Sale in Rustomjee Ashiana, JVPD Scheme Mumbai",Carpet Area1954 sqftStatusReady to MoveFloor3 out of 10TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingGarden/ParkSocietyRustomjee AshianaOwnershipFreeholdCar Parking2 CoveredBathroom4Balcony1
Kalpataru Amare,₹13.70 Cr ,"4 BHK Apartment for Sale in Kalpataru Amare, JVPD Scheme Mumbai","Carpet Area1845 sqftUnder ConstructionPoss. by Dec '27Floor10 out of 16TransactionNew PropertyFurnishingSemi-FurnishedfacingEastoverlookingGarden/Park, Main RoadSocietyKalpataru AmareOwnershipFreeholdCar Parking1 CoveredBathroom4Balcony3"
,₹8.13 Cr ,"3 BHK Apartment for Sale in Adani Ten BKC , Bandra Kurla Complex Mumbai",Super Area1626 sqftTransactionNew PropertyFurnishingUnfurnishedSocietyAdani Ten BKCBathroom3Balcony1
,₹8.13 Cr ,"3 BHK Apartment for Sale in Adani Ten BKC , Bandra Kurla Complex Mumbai",Super Area1626 sqftTransactionNew PropertyFurnishingUnfurnishedSocietyAdani Ten BKCBathroom3Balcony1
,₹7.63 Cr ,"3 BHK Apartment for Sale in Radius 10 BKC, Bandra Kurla Complex Mumbai",Carpet Area1175 sqftTransactionNew PropertyFurnishingUnfurnishedSocietyRadius 10 BKCBathroom3Balcony3
Adani Ten BKC ,₹8.13 Cr ,"3 BHK Apartment for Sale in Adani Ten BKC , Bandra Kurla Complex Mumbai",Super Area1626 sqftTransactionNew PropertyFurnishingUnfurnishedSocietyAdani Ten BKCBathroom3
Adani Ten BKC ,₹8.13 Cr ,"3 BHK Apartment for Sale in Adani Ten BKC , Bandra Kurla Complex Mumbai",Super Area1626 sqftTransactionNew PropertyFurnishingUnfurnishedSocietyAdani Ten BKCBathroom3Balcony3
Adani Ten BKC ,₹12.05 Cr ,"3 BHK Apartment for Sale in Adani Ten BKC , Bandra Kurla Complex Mumbai",Super Area2409 sqftTransactionNew PropertyFurnishingUnfurnishedSocietyAdani Ten BKCBathroom3Balcony1
Adani Ten BKC ,₹8.13 Cr ,"3 BHK Apartment for Sale in Adani Ten BKC , Bandra Kurla Complex Mumbai",Super Area1626 sqftTransactionNew PropertyFurnishingUnfurnishedSocietyAdani Ten BKCBathroom3
Radius 10 BKC,₹6.34 Cr ,"3 BHK Apartment for Sale in Radius 10 BKC, Bandra Kurla Complex Mumbai",Carpet Area976 sqftTransactionNew PropertyFurnishingUnfurnishedSocietyRadius 10 BKCBathroom2Balcony1
Adani Ten BKC ,₹8.13 Cr ,"3 BHK Apartment for Sale in Adani Ten BKC , Bandra Kurla Complex Mumbai",Super Area1626 sqftTransactionNew PropertyFurnishingUnfurnishedSocietyAdani Ten BKCBathroom3Balcony1
Radius 10 BKC,₹9.36 Cr ,"3 BHK Apartment for Sale in Radius 10 BKC, Bandra Kurla Complex Mumbai",Carpet Area1442 sqftTransactionNew PropertyFurnishingUnfurnishedSocietyRadius 10 BKCBathroom3Balcony1
Adani Ten BKC ,₹8.13 Cr ,"3 BHK Apartment for Sale in Adani Ten BKC , Bandra Kurla Complex Mumbai",Super Area1626 sqftTransactionNew PropertyFurnishingUnfurnishedSocietyAdani Ten BKCBathroom3Balcony3
Adani Ten BKC ,₹8.13 Cr ,"3 BHK Apartment for Sale in Adani Ten BKC , Bandra Kurla Complex Mumbai",Super Area1626 sqftTransactionNew PropertyFurnishingUnfurnishedSocietyAdani Ten BKCBathroom3Balcony2
Adani Ten BKC ,₹8.13 Cr ,"3 BHK Apartment for Sale in Adani Ten BKC , Bandra Kurla Complex Mumbai",Super Area1626 sqftTransactionNew PropertyFurnishingUnfurnishedSocietyAdani Ten BKCBathroom3Balcony1
Adani Ten BKC ,₹8.13 Cr ,"3 BHK Apartment for Sale in Adani Ten BKC , Bandra Kurla Complex Mumbai",Super Area1626 sqftTransactionNew PropertyFurnishingUnfurnishedSocietyAdani Ten BKCBathroom3Balcony2
Radius 10 BKC,₹9.36 Cr ,"3 BHK Apartment for Sale in Radius 10 BKC, Bandra Kurla Complex Mumbai",Carpet Area1442 sqftTransactionNew PropertyFurnishingUnfurnishedSocietyRadius 10 BKCBathroom3Balcony1
,₹27 Cr ,"4 BHK Apartment for Sale in Signia Pearl, Bandra Kurla Complex Mumbai",Carpet Area3882 sqftStatusReady to MoveTransactionNew PropertyFurnishingUnfurnishedSocietySignia PearlBathroom4
,₹9 Cr ,3 BHK Apartment for Sale in Bandra Kurla Complex Mumbai,Carpet Area1350 sqftStatusReady to MoveFloor12 out of 20TransactionResaleFurnishingSemi-FurnishedfacingNorth - EastoverlookingGarden/ParkOwnershipFreeholdCar Parking3 CoveredBathroom4Balcony1
,₹7.70 Cr ,"3 BHK Apartment for Sale in Radius 10 BKC, Bandra Kurla Complex Mumbai",Carpet Area1183 sqftStatusReady to MoveFloor5 out of 22TransactionNew PropertyFurnishingSemi-FurnishedfacingNorth - WestoverlookingMain RoadSocietyRadius 10 BKCOwnershipLeaseholdCar Parking2 CoveredBathroom3Balcony2
,₹5.67 Cr ,"3 BHK Apartment for Sale in Radius 10 BKC, Income Tax Colony Bandra Kurla Complex Mumbai","Carpet Area985 sqftStatusReady to MoveFloor14 out of 22TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingGarden/Park, Pool, Main RoadSocietyRadius 10 BKCOwnershipLeaseholdCar Parking2 Covered,Bathroom3Balcony1"
,₹7 Cr ,"3 BHK Apartment for Sale in Adani Ten BKC , Bandra Kurla Complex Mumbai","Carpet Area1049 sqftStatusReady to MoveFloor4 out of 22TransactionNew PropertyFurnishingSemi-FurnishedfacingEastoverlookingGarden/Park, Main RoadSocietyAdani Ten BKCOwnershipFreeholdCar Parking2 Covered,Bathroom3Balcony1"
Adani Ten BKC ,₹9.30 Cr ,"3 BHK Apartment for Sale in Adani Ten BKC , Bandra Kurla Complex Mumbai","Carpet Area1432 sqftStatusReady to MoveFloor8 out of 22TransactionResaleFurnishingUnfurnishedfacingWestoverlookingGarden/Park, PoolSocietyAdani Ten BKCOwnershipLeaseholdCar Parking2 CoveredBathroom4Balcony1"
Radius 10 BKC,₹15.59 Cr ,"4 BHK Apartment for Sale in Radius 10 BKC, E Block BKC Mumbai","Carpet Area2237 sqftStatusReady to MoveFloor14 out of 22TransactionNew PropertyFurnishingUnfurnishedfacingSouth -WestoverlookingGarden/Park, PoolSocietyRadius 10 BKCOwnershipCo-operative SocietyCar Parking3 CoveredBathroom6Balcony2"
Adani Ten BKC ,₹10.65 Cr ,"4 BHK Apartment for Sale in Adani Ten BKC , Bandra Kurla Complex Mumbai","Carpet Area1400 sqftStatusReady to MoveFloor8 out of 29TransactionResaleFurnishingUnfurnishedfacingNorth - WestoverlookingGarden/Park, Pool, Main RoadSocietyAdani Ten BKCOwnershipFreeholdCar Parking3 CoveredBathroom5"
Jade Gardens,₹6.50 Cr ,"3 BHK Apartment for Sale in Jade Gardens, Bandra Kurla Complex Mumbai",Carpet Area1370 sqftStatusReady to MoveFloor15 out of 17TransactionResaleFurnishingFurnishedfacingWestoverlookingMain RoadSocietyJade GardensOwnershipFreeholdCar Parking2 CoveredBathroom4Balcony4
Adani Ten BKC ,₹8.50 Cr ,"3 BHK Apartment for Sale in Adani Ten BKC , Bandra Kurla Complex Mumbai","Carpet Area1429 sqftStatusReady to MoveTransactionNew PropertyFurnishingFurnishedfacingEastoverlookingGarden/Park, Pool, Main RoadSocietyAdani Ten BKCOwnershipFreeholdCar Parking1 CoveredBathroom4Balcony1"
Adani Ten BKC ,₹8.70 Cr ,"3 BHK Apartment for Sale in Adani Ten BKC , Bandra Kurla Complex Mumbai",Super Area1450 sqftStatusReady to MoveFloor11 out of 29TransactionResaleFurnishingUnfurnishedfacingEastoverlookingMain RoadSocietyAdani Ten BKCOwnershipCo-operative SocietyBathroom3
Adani Ten BKC ,₹16.77 Cr ,"4 BHK Apartment for Sale in Adani Ten BKC , Bandra Kurla Complex Mumbai","Carpet Area2237 sqftStatusReady to MoveFloor1 out of 22TransactionNew PropertyFurnishingUnfurnishedoverlookingGarden/Park, Main RoadSocietyAdani Ten BKCOwnershipFreeholdCar Parking2 CoveredBathroom4Balcony4"
