society_name,price,BHK,City,sqft,furnished_status
Legend Aaradhyam,₹94.5 Lac ,3 BHK,Pune,1041,Unfurnished
Lodha Panache,₹1.62 Cr ,3 BHK,Pune,1088,Unfurnished
Kohinoor Central Park,₹1.06 Cr ,3 BHK,Pune,955,Unfurnished
Kohinoor Central Park,₹1.06 Cr ,3 BHK,Pune,955,Unfurnished
Saheel Landmarc,₹1.57 Cr ,4 BHK,Pune,1475,Unfurnished
Lodha Panache,₹1.62 Cr ,3 BHK,Pune,1088,Unfurnished
Godrej Eden Estate Phase 3,₹3.04 Cr ,,Pune,2600,
Kolte Patil Canvas Phase 2,₹1.99 Cr ,4 BHK,Pune,1700,Unfurnished
Geras Joy on the Treetops,₹75.2 Lac ,2 BHK,Pune,753,Unfurnished
Godrej Evergreen Square,₹87.6 Lac ,2 BHK,Pune,701,Unfurnished
32 Pinewood Drive,₹67.6 Lac ,2 BHK,Pune,710,Unfurnished
Pride Park Titan,₹94.3 Lac ,2 BHK,Pune,789,Unfurnished
Rama Fusion Towers,₹60.8 Lac ,2 BHK,Pune,668,Unfurnished
Lodha Panache,₹1.62 Cr ,3 BHK,Pune,1088,Unfurnished
Godrej Evergreen Square,₹1.37 Cr ,3 BHK,Pune,1074,Unfurnished
VTP MONARQUE,₹1.66 Cr ,3 BHK,Pune,1490,Unfurnished
Rising High iBZ Hinjewadi ,₹1.30 Cr ,,Pune,1016,
Kolte Patil Life Republic Sector R22 Avenue Atmos,₹95.6 Lac ,3 BHK,Pune,1014,Unfurnished
,₹82.8 Lac ,1 BHK,Pune,588,Unfurnished
,₹1.49 Cr ,3 BHK,Pune,1082,Unfurnished
,₹3.21 Cr ,4 BHK,Pune,1942,Unfurnished
,₹74 Lac ,2 BHK,Pune,621,Unfurnished
Kolte Patil Life Republic,₹1.04 Cr ,3 BHK,Pune,1006,Furnished
PGM Zenistry,₹1.09 Cr ,2 BHK,Pune,796,Unfurnished
Merlin Ventana,₹1.71 Cr ,3 BHK,Pune,1135,Unfurnished
Nyati Emerald,₹1.75 Cr ,3 BHK,Pune,1213,Unfurnished
Lodha Massimo,₹7.84 Cr ,5 BHK,Pune,3673,Unfurnished
Nyati Emerald,₹1.75 Cr ,3 BHK,Pune,1213,Unfurnished
Yashada Business Zone,₹2.76 Cr ,,Pune,1197,
Merlin Ventana,₹1.74 Cr ,3 BHK,Pune,1158,Unfurnished
Kumar Parth Towers,₹1.48 Cr ,3 BHK,Pune,1090,Unfurnished
Kolte Patil 24K Altura,₹2.66 Cr ,3 BHK,Pune,1371,Unfurnished
Jhamtani SpaceBiz,₹19.13 Cr ,,Pune,7740,
Avenue Promenade,₹4.55 Cr ,,Pune,2130,
Star Elements,₹4 Cr ,4 BHK,Pune,2050,Unfurnished
Kolte Patil 24k Sereno,₹3.21 Cr ,3 BHK,Pune,1674,Unfurnished
Kolte Patil 24K Altura,₹3.35 Cr ,4 BHK,Pune,1725,Unfurnished
Nyati Emerald,₹1.75 Cr ,3 BHK,Pune,1213,Unfurnished
Lodha Massimo,₹3.79 Cr ,3 BHK,Pune,1776,Unfurnished
Lodha Massimo,₹7.84 Cr ,5 BHK,Pune,3673,Unfurnished
Kalpataru Jade Skyline,₹1.92 Cr ,3 BHK,Pune,1189,Unfurnished
Kumar Parth Towers,₹1.05 Cr ,2 BHK,Pune,774,Unfurnished
ANP Privado,₹7.50 Cr ,4 BHK,Pune,3000,Unfurnished
Nyati Emerald,₹1.20 Cr ,2 BHK,Pune,838,Unfurnished
Nyati Emerald,₹1.75 Cr ,3 BHK,Pune,1213,Unfurnished
Lodha Massimo,₹7.84 Cr ,5 BHK,Pune,3673,Unfurnished
ANP Privado,₹7.50 Cr ,4 BHK,Pune,3000,Unfurnished
Lodha Massimo,₹6.58 Cr ,5 BHK,Pune,3085,Unfurnished
Utsav Homes The Address,₹2.20 Cr ,3 BHK,Pune,1350,Unfurnished
Kumar Parth Towers,₹1.08 Cr ,2 BHK,Pune,796,Unfurnished
Kalpataru Jade Skyline,₹1.92 Cr ,3 BHK,Pune,1189,Unfurnished
Nyati Emerald,₹1.75 Cr ,3 BHK,Pune,1213,Unfurnished
Nyati Emerald,₹1.75 Cr ,3 BHK,Pune,1213,Unfurnished
,₹1.62 Cr ,3 BHK,Bangalore,1595,Unfurnished
Mana Jardin Neo,₹4.84 Cr ,4 BHK,Bangalore,3297,Unfurnished
LTG Aishwarya Indraprastha,₹76 Lac ,,Bangalore,2400,
Everfine Straatosphere,₹8.38 Cr ,3 BHK,Bangalore,3456,Unfurnished
Nambiar District 25 Phase 1,₹4.08 Cr ,4 BHK,Bangalore,2995,Unfurnished
Lodha Azur,₹1.69 Cr ,2 BHK,Bangalore,1248,Unfurnished
Pragathi Amber,₹1.13 Cr ,3 BHK,Bangalore,1550,Unfurnished
Vedanth Suraksha Courtyard ,₹1.95 Cr ,3 BHK,Bangalore,1760,Unfurnished
Adarsh Welkin Park,₹1.49 Cr ,3 BHK,Bangalore,1368,Unfurnished
Fortune Seven Sarjapur,₹1.54 Cr ,4 BHK,Bangalore,1912,Unfurnished
JRC Palladio,₹3.76 Cr ,4 BHK,Bangalore,3327,Unfurnished
Aratt Alchemy Elixir,₹1.30 Cr ,3 BHK,Bangalore,1342,Unfurnished
Purva Silversky,₹2.60 Cr ,3 BHK,Bangalore,1850,Unfurnished
Meridian Park at The Prestige City,₹2.35 Cr ,3 BHK,Bangalore,1868,Unfurnished
Roach Cicada,₹4.32 Cr ,4 BHK,Bangalore,2954,Unfurnished
NVT A Wonderful World Phase I,₹3.99 Cr ,4 BHK,Bangalore,2368,Unfurnished
Lodha Haven,₹5.35 Cr ,4 BHK,Bangalore,2400,Unfurnished
Aspen Greens At The Prestige City,₹6.83 Cr ,4 BHK,Bangalore,2411,Unfurnished
Nambiar District 25,₹3.09 Cr ,4 BHK,Bangalore,2512,Unfurnished
Sobha Infinia Phase 2,₹3.89 Cr ,3 BHK,Bangalore,1273,Unfurnished
Mana Jardin Neo,₹10.56 Cr ,5 BHK,Bangalore,7161,Unfurnished
Prestige Smart City,₹7.19 Cr ,4 BHK,Bangalore,3593,Unfurnished
Aspen Greens At The Prestige City,₹6.87 Cr ,4 BHK,Bangalore,2428,Unfurnished
Mana Dale,₹2.34 Cr ,4 BHK,Bangalore,2145,Unfurnished
Sobha Madison Heights Townpark Phase 1 W5 To 7,₹1.75 Cr ,2 BHK,Bangalore,1240,Unfurnished
DSR The Courtyard,₹1.71 Cr ,3 BHK,Bangalore,1608,Unfurnished
Urbanrise Paradise On Earth,₹5.03 Cr ,5 BHK,Bangalore,2725,Unfurnished
NVT Symphony of Orchards,₹5.28 Cr ,4 BHK,Bangalore,3519,Unfurnished
Trendsquares Synergy,₹1.61 Cr ,4 BHK,Bangalore,1715,Unfurnished
Eaton Park at The Prestige City,₹3.15 Cr ,4 BHK,Bangalore,2492,Unfurnished
,₹4.68 Cr ,4 BHK,Bangalore,3115,Unfurnished
Sumadhura Solace,₹3.78 Cr ,4 BHK,Bangalore,2270,Unfurnished
HM Grandeur,₹7.57 Cr ,3 BHK,Bangalore,3096,Unfurnished
Prestige North Point,₹2.44 Cr ,2 BHK,Bangalore,1253,Unfurnished
Heriitage Signature,₹2.39 Cr ,3 BHK,Bangalore,2275,Unfurnished
Sumadhura Solace,₹3.78 Cr ,4 BHK,Bangalore,2270,Unfurnished
DNR Arista,₹3.62 Cr ,4 BHK,Bangalore,2025,Unfurnished
Phoenix Kessaku,₹26.89 Cr ,4 BHK,Bangalore,6559,Unfurnished
Sumadhura Solace,₹4.47 Cr ,4 BHK,Bangalore,2720,Unfurnished
Adarsh Lakefront,₹4.24 Cr ,3 BHK,Bangalore,1639,Unfurnished
Century Mirai Phase I,₹4.86 Cr ,4 BHK,Bangalore,3115,Unfurnished
Sobha Rajvilas,₹4.14 Cr ,3 BHK,Bangalore,1982,Unfurnished
Assetz 63 Degree East,₹138.73 Cr ,2 BHK,Bangalore,1159,Unfurnished
TVS Emerald Cascadia,₹15.23 Cr ,4 BHK,Bangalore,5244,Unfurnished
Sumadhura Solace,₹3.78 Cr ,4 BHK,Bangalore,2270,Unfurnished
Sobha Rajvilas,₹4.53 Cr ,4 BHK,Bangalore,2171,Unfurnished
Adarsh Lakefront,₹2.46 Cr ,2 BHK,Bangalore,882,Unfurnished
Puravankara Orient Grand,₹8.75 Cr ,4 BHK,Bangalore,3320,Unfurnished
Sumadhura Solace,₹3.78 Cr ,4 BHK,Bangalore,2270,Unfurnished
Adarsh Lakefront,₹4.24 Cr ,3 BHK,Bangalore,1639,Unfurnished
,₹4.43 Cr ,4 BHK,Bangalore,2567,Unfurnished
,₹1.84 Cr ,3 BHK,Bangalore,1290,Unfurnished
Shapoorji Pallonji Parkwest Phase 2,₹1.95 Cr ,2 BHK,Bangalore,1018,Furnished
Indraprastha Schon,₹26 Cr ,4 BHK,Bangalore,7057,Furnished
Assetz 63 Degree East,₹3.10 Cr ,4 BHK,Bangalore,1523,Unfurnished
,₹3.11 Cr ,3 BHK,Bangalore,2099,Unfurnished
Hiranandani Bannerghatta,₹2.30 Cr ,3 BHK,Bangalore,1100,Furnished
Prestige Kenilworth,₹14.49 Cr ,4 BHK,Bangalore,2800,Unfurnished
Phoenix Kessaku,₹9.01 Cr ,4 BHK,Bangalore,3900,Unfurnished
Orchid Lakeview,₹1.80 Cr ,2 BHK,Bangalore,1281,Furnished
Stephens Enclave,₹1.90 Cr ,3 BHK,Bangalore,1560,Furnished
,₹8 Cr ,3 BHK,Bangalore,2800,Unfurnished
,₹13 Cr ,4 BHK,Bangalore,5034,Furnished
,₹2.35 Cr ,2 BHK,Bangalore,900,Furnished
,₹44.4 Lac ,,Bangalore,1200,
,₹3.80 Cr ,4 BHK,Bangalore,3600,Furnished
,₹6.50 Cr ,2 BHK,Bangalore,1200,Furnished
,₹1.90 Cr ,3 BHK,Bangalore,1560,Furnished
,₹27.9 Lac ,,Bangalore,1074,
,₹2.60 Cr ,,Bangalore,1300,
,₹8.50 Cr ,3 BHK,Bangalore,2923,Furnished
,₹1.30 Cr ,3 BHK,Bangalore,1700,Furnished
,₹2 Cr ,3 BHK,Bangalore,1500,Furnished
rafeeq enclave,₹1.25 Cr ,2 BHK,Bangalore,1000,Furnished
,₹6.30 Cr ,2 BHK,Bangalore,2376,Unfurnished
,₹49 Lac ,,Bangalore,1500,
,₹2.20 Cr ,3 BHK,Bangalore,2000,Furnished
,₹8.50 Cr ,6 BHK,Bangalore,2923,Furnished
,₹1.20 Cr ,3 BHK,Bangalore,2000,Unfurnished
Aswan Ventures The Courtyard Square,₹2.49 Cr ,3 BHK,Bangalore,1595,Furnished
,₹45 Lac ,,Bangalore,13500,
,₹9 Cr ,,Bangalore,4650,
,₹42 Lac ,,Bangalore,10800,
,₹50 Lac ,,Bangalore,1500,
,₹1.09 Cr ,2 BHK,Bangalore,900,Unfurnished
,₹30 Lac ,,Bangalore,1200,
Aakruthi Natureville,₹58 Lac ,,Bangalore,2400,
Embassy Oasis,₹12.50 Cr ,4 BHK,Bangalore,4084,Furnished
,₹35 Lac ,2 BHK,Bangalore,1000,Furnished
,₹1.15 Cr ,5 BHK,Bangalore,600,Unfurnished
,₹1.69 Cr ,3 BHK,Bangalore,1754,Unfurnished
Godrej Aveline,₹4.50 Cr ,4 BHK,Bangalore,2500,Unfurnished
Vajram Vivera,₹3.29 Cr ,4 BHK,Bangalore,2406,Unfurnished
Northern Lights by Puravankara KVN,₹4.62 Cr ,4 BHK,Bangalore,4131,Unfurnished
TVS Emerald Auralis,₹2.16 Cr ,3 BHK,Bangalore,1793,Unfurnished
Godrej Aveline,₹4.50 Cr ,4 BHK,Bangalore,2500,Unfurnished
CKPC Winds of Change,₹1.19 Cr ,2 BHK,Bangalore,1219,Unfurnished
Aratt Alchemy Essence,₹1.69 Cr ,3 BHK,Bangalore,1754,Unfurnished
Bricks and Milestones Solcrest,₹2.15 Cr ,4 BHK,Bangalore,2200,Unfurnished
Down By The Water,₹14.60 Cr ,4 BHK,Bangalore,6480,Unfurnished
Down By The Water,₹11.24 Cr ,4 BHK,Bangalore,4980,Unfurnished
Bricks and Milestones Solcrest,₹2.15 Cr ,4 BHK,Bangalore,2200,Unfurnished
Godrej Aveline,₹4.50 Cr ,4 BHK,Bangalore,2500,Unfurnished
Kolte Patil Lakeside 24,₹1.46 Cr ,3 BHK,Bangalore,1574,Unfurnished
Northern Lights by Puravankara KVN,₹2.23 Cr ,3 BHK,Bangalore,1962,Unfurnished
CKPC Winds of Change,₹1.17 Cr ,2 BHK,Bangalore,1206,Unfurnished
Adarsh Palm Acres,₹5.67 Cr ,4 BHK,Bangalore,3375,Unfurnished
Godrej Aveline,₹4.50 Cr ,4 BHK,Bangalore,2500,Unfurnished
AJMERA MARINA,₹1.69 Cr ,3 BHK,Bangalore,1600,Unfurnished
Godrej Aveline,₹3.42 Cr ,3 BHK,Bangalore,1900,Unfurnished
Northern Lights by Puravankara KVN,₹4.62 Cr ,4 BHK,Bangalore,4131,Unfurnished
Bhartiya Garden Estate ,₹2.93 Cr ,4 BHK,Bangalore,1651,Unfurnished
Godrej Aveline,₹4.50 Cr ,4 BHK,Bangalore,2500,Unfurnished
Assetz Zen and Sato,₹3.90 Cr ,4 BHK,Bangalore,2955,Unfurnished
Assetz Soho & Sky,₹2.63 Cr ,3 BHK,Bangalore,1339,Unfurnished
SNN Clermont,₹5.39 Cr ,4 BHK,Bangalore,3210,Unfurnished
Godrej Aveline,₹4.50 Cr ,4 BHK,Bangalore,2500,Unfurnished
CKPC Winds of Change,₹91 Lac ,1 BHK,Bangalore,916,Unfurnished
Northern Lights by Puravankara KVN,₹4.50 Cr ,4 BHK,Bangalore,4017,Unfurnished
Godrej Aveline,₹4.50 Cr ,4 BHK,Bangalore,2500,Unfurnished
,₹8.45 Cr ,4 BHK,Gurgaon,1842,Unfurnished
,₹6.60 Cr ,3 BHK,Gurgaon,1385,Unfurnished
Trevoc Royal Residences,₹8.45 Cr ,4 BHK,Gurgaon,1842,Unfurnished
Trevoc Royal Residences,₹6.60 Cr ,3 BHK,Gurgaon,1385,Unfurnished
Trevoc Royal Residences,₹8.45 Cr ,4 BHK,Gurgaon,1842,Unfurnished
Trevoc Royal Residences,₹6.60 Cr ,3 BHK,Gurgaon,1385,Unfurnished
Trevoc Royal Residences,₹8.45 Cr ,4 BHK,Gurgaon,1842,Unfurnished
Trevoc Royal Residences,₹6.60 Cr ,3 BHK,Gurgaon,1385,Unfurnished
Trevoc Royal Residences,₹8.45 Cr ,4 BHK,Gurgaon,1842,Unfurnished
Trevoc Royal Residences,₹6.60 Cr ,3 BHK,Gurgaon,1385,Unfurnished
Trevoc Royal Residences,₹8.45 Cr ,4 BHK,Gurgaon,1842,Unfurnished
Trevoc Royal Residences,₹6.60 Cr ,3 BHK,Gurgaon,1385,Unfurnished
Technograd Society,₹2.35 Cr ,3 BHK,Gurgaon,1950,Furnished
Ansal Project Sushant Lok 2,₹3.10 Cr ,4 BHK,Gurgaon,2000,Furnished
Ansal Project Sushant Lok 2,₹3.50 Cr ,4 BHK,Gurgaon,2400,Furnished
,₹4.99 Cr ,4 BHK,Gurgaon,4500,Furnished
MNB Ananta Vilasa,₹6.80 Cr ,4 BHK,Gurgaon,2800,Furnished
,₹3.79 Cr ,4 BHK,Gurgaon,2400,Furnished
Luxury Floors,₹4.50 Cr ,4 BHK,Gurgaon,3200,Unfurnished
Ansal Project Sushant Lok 2,₹7.10 Cr ,,Gurgaon,300,
,₹2.95 Cr ,3 BHK,Gurgaon,1700,Unfurnished
Madhur Jivan Apartment,₹2.85 Cr ,4 BHK,Gurgaon,2100,Unfurnished
Skyland Apartments,₹2.95 Cr ,3 BHK,Gurgaon,2349,Furnished
Antriksh Royal Palm Apartments,₹1.50 Cr ,2 BHK,Gurgaon,900,Furnished
Ansal Project Sushant Lok 2,₹12.51 Cr ,,Gurgaon,502,
Park Royal Apartment,₹3.05 Cr ,3 BHK,Gurgaon,2000,Furnished
,₹2.45 Cr ,3 BHK,Gurgaon,1650,Furnished
,₹5.05 Cr ,3 BHK,Gurgaon,1150,Furnished
,₹4.95 Cr ,3 BHK,Gurgaon,1150,Furnished
,₹4.95 Cr ,4 BHK,Gurgaon,3350,Furnished
,₹1.97 Cr ,3 BHK,Gurgaon,1550,Unfurnished
,₹3.65 Cr ,3 BHK,Gurgaon,2695,Unfurnished
,₹2.73 Cr ,4 BHK,Delhi,1146,Unfurnished
,₹2.85 Cr ,3 BHK,Delhi,1000,Unfurnished
,₹3.74 Cr ,4 BHK,Gurgaon,2600,Unfurnished
,₹5.78 Cr ,3 BHK,Gurgaon,2700,Unfurnished
Conscient Elevate,₹8.13 Cr ,4 BHK,Gurgaon,1855,Unfurnished
Adani Samsara Avasa,₹4.25 Cr ,4 BHK,Gurgaon,310,Unfurnished
,₹1.98 Cr ,3 BHK,Gurgaon,1000,Unfurnished
Gurgaon Luxury Floors,₹3.50 Cr ,4 BHK,Gurgaon,2800,Unfurnished
DLF The Arbour,₹10.01 Cr ,4 BHK,Gurgaon,3956,Unfurnished
Indiabulls Centrum Park,₹3.01 Cr ,4 BHK,Gurgaon,2875,Unfurnished
Elan Imperial,₹3.80 Cr ,,Gurgaon,1200,
Max Estate 360,₹7.05 Cr ,4 BHK,Gurgaon,1899,Unfurnished
Signature Global City 92,₹1.10 Cr ,2 BHK,Gurgaon,1050,Unfurnished
Smartworld One DXP,₹4.45 Cr ,3 BHK,Gurgaon,2585,Unfurnished
Signature Global Sarvam at DXP Estate,₹2.85 Cr ,3 BHK,Delhi,1840,Unfurnished
Signature The Roselia,₹60 Lac ,2 BHK,Gurgaon,569,Unfurnished
,₹2.25 Cr ,3 BHK,Gurgaon,967,Unfurnished
SRS Luxury Floors,₹6.25 Cr ,5 BHK,Gurgaon,5200,Unfurnished
Signature Global Cloverdale SPR,₹5.14 Cr ,3 BHK,Gurgaon,2780,Unfurnished
Central Park Flamingo Floors,₹2.45 Cr ,3 BHK,Gurgaon,2559,Unfurnished
TARC Ishva,₹10.31 Cr ,4 BHK,Gurgaon,2157,Unfurnished
DLF Regal Gardens,₹2.74 Cr ,3 BHK,Gurgaon,2251,Unfurnished
Signature Global Daxin Vistas,₹1.97 Cr ,3 BHK,Gurgaon,1550,Unfurnished
DLF The Arbour,₹10.01 Cr ,4 BHK,Gurgaon,3956,Unfurnished
M3M Capital,₹2.75 Cr ,3 BHK,Gurgaon,1695,Unfurnished
Ireo The Corridors,₹2.20 Cr ,2 BHK,Gurgaon,1296,Unfurnished
DLF Garden City The Primus,₹4.32 Cr ,4 BHK,Gurgaon,2695,Unfurnished
DLF Camellias,₹73.41 Cr ,4 BHK,Gurgaon,7196,Unfurnished
Alpha Gurgaon One,₹1.40 Cr ,2 BHK,Gurgaon,1181,Unfurnished
Alpha Gurgaon One,₹1.38 Cr ,2 BHK,Gurgaon,1010,Furnished
Alpha Gurgaon One,₹1.52 Cr ,2 BHK,Gurgaon,1270,Furnished
Alpha Corp Gurgaon One ,₹5.56 Cr ,2 BHK,Gurgaon,900,Furnished
Alpha Gurgaon One,₹2.40 Cr ,3 BHK,Gurgaon,1826,Furnished
Alpha Corp Gurgaon One ,₹5.50 Cr ,3 BHK,Gurgaon,2200,Furnished
Alpha Gurgaon One,₹1.80 Cr ,2 BHK,Gurgaon,1270,Furnished
Alpha Corp Gurgaon One ,₹13.50 Cr ,4 BHK,Gurgaon,4762,Unfurnished
,₹2.28 Cr ,3 BHK,Gurgaon,2250,Unfurnished
,₹1.92 Cr ,3 BHK,Gurgaon,1890,Unfurnished
,₹1.78 Cr ,3 BHK,Gurgaon,1750,Unfurnished
,₹1.44 Cr ,2 BHK,Gurgaon,1425,Unfurnished
Elan Miracle,₹3.75 Cr ,,Gurgaon,1500,
Elan Miracle,₹1.15 Cr ,,Gurgaon,400,
Elan Miracle,₹1.05 Cr ,,Gurgaon,350,
Elan Miracle,₹1.40 Cr ,,Gurgaon,500,
SS Linden Floors,₹3.40 Cr ,4 BHK,Gurgaon,3761,Unfurnished
SS Linden Floors,₹3.85 Cr ,4 BHK,Gurgaon,4392,Unfurnished
SS Linden Floors,₹3.60 Cr ,5 BHK,Gurgaon,3240,Unfurnished
SS Linden Floors,₹2.65 Cr ,4 BHK,Gurgaon,2637,Unfurnished
SS Linden Floors,₹2.60 Cr ,4 BHK,Gurgaon,2682,Unfurnished
SS Linden Floors,₹3.75 Cr ,4 BHK,Gurgaon,4140,Unfurnished
Elan Miracle,₹3.75 Cr ,,Gurgaon,1500,
SS Linden Floors,₹3.40 Cr ,4 BHK,Gurgaon,3761,Unfurnished
SS Linden Floors,₹3.85 Cr ,4 BHK,Gurgaon,4392,Unfurnished
SS Linden Floors,₹3.75 Cr ,4 BHK,Gurgaon,4140,Unfurnished
SS Linden Floors,₹3.60 Cr ,5 BHK,Gurgaon,3240,Unfurnished
SS Linden Floors,₹2.65 Cr ,4 BHK,Gurgaon,2637,Unfurnished
SS Linden Floors,₹2.60 Cr ,4 BHK,Gurgaon,2682,Unfurnished
SS Linden Floors,₹3.40 Cr ,4 BHK,Gurgaon,3761,Unfurnished
Elan Miracle,₹3.75 Cr ,,Gurgaon,1500,
Elan Miracle,₹1.15 Cr ,,Gurgaon,400,
Elan Miracle,₹1.05 Cr ,,Gurgaon,350,
Elan Miracle,₹1.40 Cr ,,Gurgaon,500,
Lamose Gratitude 84,₹2.32 Cr ,3 BHK,Gurgaon,1635,Unfurnished
Lamose Gratitude 84,₹2.32 Cr ,3 BHK,Gurgaon,1635,Unfurnished
Lamose Gratitude 84,₹2.32 Cr ,3 BHK,Gurgaon,1635,Unfurnished
SS Linden Floors,₹3.40 Cr ,4 BHK,Gurgaon,3761,Unfurnished
F Residences Merlin,₹1.76 Cr ,4 BHK,Kolkata,1340,Unfurnished
F Residences Merlin,₹1.76 Cr ,4 BHK,Kolkata,1340,Unfurnished
SRIPSK Palladina,₹4.69 Cr ,4 BHK,Kolkata,3350,Unfurnished
Shriram Grand City,₹47.4 Lac ,3 BHK,Kolkata,1121,Unfurnished
Siddha Suburbia,₹44.9 Lac ,2 BHK,Kolkata,920,Unfurnished
Bengal RBM The Preserve,₹72 Lac ,2 BHK,Kolkata,548,Unfurnished
SKDJ Nidhara,₹4.08 Cr ,5 BHK,Kolkata,3627,Unfurnished
Siddha Serena,₹1.01 Cr ,3 BHK,Kolkata,1030,Unfurnished
Anandvann,₹88.6 Lac ,2 BHK,Kolkata,582,Unfurnished
Merlin Serenia,₹1.28 Cr ,4 BHK,Kolkata,1407,Unfurnished
Morya Phase 2,₹2.90 Cr ,4 BHK,Kolkata,1688,Unfurnished
DTC Still Waters,₹1.48 Cr ,4 BHK,Kolkata,2030,Unfurnished
Srijan Eternia,₹72.4 Lac ,3 BHK,Kolkata,821,Unfurnished
DTC Downtown Phase 1,₹96 Lac ,3 BHK,Kolkata,914,Unfurnished
Oiendrila Moni Sunrise,₹54.4 Lac ,3 BHK,Kolkata,1108,Unfurnished
F Residences Merlin,₹1.76 Cr ,4 BHK,Kolkata,1340,Unfurnished
Eden Willow Estate,₹44.4 Lac ,3 BHK,Kolkata,662,Unfurnished
Anantmani,₹4.48 Cr ,4 BHK,Kolkata,3181,Unfurnished
Navyug Magnolia,₹4.33 Cr ,3 BHK,Kolkata,3008,Unfurnished
Pravya,₹1.77 Cr ,4 BHK,Kolkata,2143,Unfurnished
DTC Sojon,₹52.2 Lac ,2 BHK,Kolkata,960,Unfurnished
Srijan Optima,₹61.2 Lac ,2 BHK,Kolkata,922,Unfurnished
Merlin Rise Sports Republic Phase 1 A,₹94.2 Lac ,2 BHK,Kolkata,970,Unfurnished
Sugam Urban Lakes Phase II,₹80 Lac ,4 BHK,Kolkata,1579,Unfurnished
Godrej Elevate at Godrej Seven,₹88.8 Lac ,3 BHK,Kolkata,888,Unfurnished
,₹69.3 Lac ,3 BHK,Kolkata,1284,Unfurnished
,₹1.10 Cr ,4 BHK,Kolkata,1650,Unfurnished
,₹1.89 Cr ,4 BHK,Kolkata,1215,Unfurnished
,₹56.7 Lac ,3 BHK,Kolkata,1261,Unfurnished
,₹71.7 Lac ,3 BHK,Kolkata,1268,Unfurnished
Godrej Blue,₹3.75 Cr ,4 BHK,Kolkata,2514,Unfurnished
SRIPSK Palladina,₹4.69 Cr ,4 BHK,Kolkata,3350,Unfurnished
Siddha Suburbia,₹44.9 Lac ,2 BHK,Kolkata,920,Unfurnished
SKDJ Nidhara,₹2.46 Cr ,3 BHK,Kolkata,2189,Unfurnished
SKDJ Nidhara,₹4.08 Cr ,5 BHK,Kolkata,3627,Unfurnished
Merlin Avana,₹97.2 Lac ,3 BHK,Kolkata,1028,Unfurnished
Morya Phase 2,₹2.90 Cr ,4 BHK,Kolkata,1688,Unfurnished
Ruchi Angelica Towers at Active Acres,₹1.40 Cr ,4 BHK,Kolkata,1604,Unfurnished
Khaitan Prudent Gokulam,₹63.6 Lac ,3 BHK,Kolkata,848,Unfurnished
Oiendrila Moni Sunrise,₹54.4 Lac ,3 BHK,Kolkata,1108,Unfurnished
Godrej Elevate at Godrej Seven,₹88.8 Lac ,3 BHK,Kolkata,888,Unfurnished
Eden Willow Estate,₹44.4 Lac ,3 BHK,Kolkata,662,Unfurnished
SRIPSK Palladina,₹6.95 Cr ,4 BHK,Kolkata,4965,Unfurnished
Navyug Magnolia,₹4.33 Cr ,3 BHK,Kolkata,3008,Unfurnished
DTC Sojon,₹52.2 Lac ,2 BHK,Kolkata,960,Unfurnished
Godrej Elevate at Godrej Seven,₹88.8 Lac ,3 BHK,Kolkata,888,Unfurnished
Godrej Elevate at Godrej Seven,₹88.8 Lac ,3 BHK,Kolkata,888,Unfurnished
,₹71.7 Lac ,3 BHK,Kolkata,1268,Unfurnished
South City,₹2.75 Cr ,3 BHK,Kolkata,1239,Furnished
Upohar The Condoville,₹1.60 Cr ,3 BHK,Kolkata,1843,Furnished
Hiland Park,₹1 Cr ,3 BHK,Kolkata,1264,Furnished
South City,₹4 Cr ,3 BHK,Kolkata,1954,Furnished
Sugam Park,₹65 Lac ,3 BHK,Kolkata,1470,Unfurnished
Mani Megh Mani,₹3.15 Cr ,3 BHK,Kolkata,1734,Furnished
Bengal Peerless Avidipta Phase 2,₹65 Lac ,2 BHK,Kolkata,698,Unfurnished
,₹1.17 Cr ,4 BHK,Kolkata,2442,Unfurnished
,₹41.3 Lac ,3 BHK,Kolkata,1095,Unfurnished
Diamond City South,₹1.12 Cr ,3 BHK,Kolkata,1100,Unfurnished
Bengal Peerless Avidipta,₹2 Cr ,3 BHK,Kolkata,1430,Unfurnished
,₹1.25 Cr ,4 BHK,Kolkata,1973,Unfurnished
Vinayak Amara,₹2.47 Cr ,4 BHK,Kolkata,1516,Unfurnished
Srijan Town Square,₹4.07 Cr ,4 BHK,Kolkata,2979,Unfurnished
DTC Still Waters,₹1.54 Cr ,4 BHK,Kolkata,2030,Unfurnished
PS Vaanya,₹3.27 Cr ,4 BHK,Kolkata,2185,Unfurnished
DTC Still Waters,₹1.48 Cr ,4 BHK,Kolkata,2030,Unfurnished
Siom Mani Casa 2,₹1.82 Cr ,3 BHK,Kolkata,1166,Unfurnished
Siom Mani Casa 2,₹1.82 Cr ,3 BHK,Kolkata,1166,Unfurnished
DTC Still Waters,₹88 Lac ,3 BHK,Kolkata,1160,Unfurnished
Srijan Town Square,₹2.75 Cr ,3 BHK,Kolkata,2017,Unfurnished
Ambuja Urvisha The Condoville,₹2.32 Cr ,3 BHK,Kolkata,1717,Unfurnished
PS Vaanya,₹3.25 Cr ,4 BHK,Kolkata,2185,Unfurnished
,₹1.10 Cr ,4 BHK,Kolkata,1650,Unfurnished
,₹85.5 Lac ,3 BHK,Kolkata,1110,Unfurnished
